日期,历史销售额,节日标记,促销标记
2023-05-20,8257.62,0,0
2023-05-21,8093.81,0,0
2023-05-22,8600.94,0,0
2023-05-23,7851.31,0,0
2023-05-24,8047.94,0,0
2023-05-25,8264.24,0,0
2023-05-26,8324.79,0,0
2023-05-27,8108.4,0,0
2023-05-28,8688.22,0,0
2023-05-29,8781.33,0,0
2023-05-30,7950.66,0,0
2023-05-31,7279.29,0,0
2023-06-01,7454.18,0,0
2023-06-02,7238.74,0,0
2023-06-03,9508.11,0,1
2023-06-04,7253.78,0,0
2023-06-05,7618.87,0,0
2023-06-06,8014.95,0,0
2023-06-07,7862.82,0,0
2023-06-08,8138.16,0,0
2023-06-09,10014.55,0,1
2023-06-10,10187.29,0,1
2023-06-11,7369.4,0,0
2023-06-12,7703.34,0,0
2023-06-13,8100.01,0,0
2023-06-14,7828.19,0,0
2023-06-15,8250.46,0,0
2023-06-16,10116.44,0,1
2023-06-17,8226.7,0,0
2023-06-18,7621.76,0,0
2023-06-19,8039.74,0,0
2023-06-20,8423.17,0,0
2023-06-21,8103.05,0,0
2023-06-22,8748.29,0,0
2023-06-23,8782.1,0,0
2023-06-24,8615.66,0,0
2023-06-25,8414.23,0,0
2023-06-26,10710.99,0,1
2023-06-27,7947.65,0,0
2023-06-28,8071.74,0,0
2023-06-29,8530.52,0,0
2023-06-30,7062.87,0,0
2023-07-01,7841.48,0,0
2023-07-02,7351.41,0,0
2023-07-03,7219.44,0,0
2023-07-04,8177.12,0,0
2023-07-05,7975.24,0,0
2023-07-06,7754.17,0,0
2023-07-07,7785.79,0,0
2023-07-08,12321.32,1,0
2023-07-09,7675.51,0,0
2023-07-10,8224.11,0,0
2023-07-11,7499.24,0,0
2023-07-12,7984.36,0,0
2023-07-13,7846.38,0,0
2023-07-14,8520.47,0,0
2023-07-15,8435.29,0,0
2023-07-16,8334.31,0,0
2023-07-17,8110.01,0,0
2023-07-18,7963.12,0,0
2023-07-19,7814.87,0,0
2023-07-20,8597.64,0,0
2023-07-21,8118.99,0,0
2023-07-22,8114.59,0,0
2023-07-23,8566.17,0,0
2023-07-24,8154.08,0,0
2023-07-25,8391.95,0,0
2023-07-26,8346.35,0,0
2023-07-27,8783.47,0,0
2023-07-28,8448.35,0,0
2023-07-29,8859.56,0,0
2023-07-30,8028.15,0,0
2023-07-31,7754.51,0,0
2023-08-01,7992.74,0,0
2023-08-02,8166.22,0,0
2023-08-03,7401.74,0,0
2023-08-04,8275.89,0,0
2023-08-05,11514.73,1,0
2023-08-06,8323.23,0,0
2023-08-07,7765.22,0,0
2023-08-08,12173.54,1,0
2023-08-09,8140.83,0,0
2023-08-10,8327.3,0,0
2023-08-11,7907.83,0,0
2023-08-12,7978.76,0,0
2023-08-13,8008.5,0,0
2023-08-14,7933.46,0,0
2023-08-15,8345.23,0,0
2023-08-16,8320.08,0,0
2023-08-17,8142.03,0,0
2023-08-18,8448.71,0,0
2023-08-19,11326.52,0,1
2023-08-20,8150.04,0,0
2023-08-21,8287.38,0,0
2023-08-22,8576.0,0,0
2023-08-23,8968.79,0,0
2023-08-24,8693.39,0,0
2023-08-25,8681.35,0,0
2023-08-26,8968.63,0,0
2023-08-27,8870.03,0,0
2023-08-28,8246.44,0,0
2023-08-29,7737.71,0,0
2023-08-30,8034.57,0,0
2023-08-31,7875.67,0,0
2023-09-01,8045.81,0,0
2023-09-02,8238.18,0,0
2023-09-03,7557.5,0,0
2023-09-04,10735.57,0,1
2023-09-05,8173.21,0,0
2023-09-06,8234.68,0,0
2023-09-07,8104.97,0,0
2023-09-08,8034.71,0,0
2023-09-09,7874.61,0,0
2023-09-10,7963.34,0,0
2023-09-11,8043.29,0,0
2023-09-12,8510.72,0,0
2023-09-13,8171.64,0,0
2023-09-14,7866.31,0,0
2023-09-15,8311.38,0,0
2023-09-16,8596.5,0,0
2023-09-17,8609.03,0,0
2023-09-18,8515.83,0,0
2023-09-19,8398.39,0,0
2023-09-20,8188.95,0,0
2023-09-21,8673.0,0,0
2023-09-22,8735.05,0,0
2023-09-23,8521.62,0,0
2023-09-24,8303.28,0,0
2023-09-25,8830.17,0,0
2023-09-26,8642.15,0,0
2023-09-27,8697.27,0,0
2023-09-28,7412.5,0,0
2023-09-29,7614.0,0,0
2023-09-30,7992.35,0,0
2023-10-01,8110.86,0,0
2023-10-02,7606.67,0,0
2023-10-03,7517.56,0,0
2023-10-04,7598.18,0,0
2023-10-05,7905.45,0,0
2023-10-06,8432.97,0,0
2023-10-07,7702.49,0,0
2023-10-08,7859.02,0,0
2023-10-09,7822.94,0,0
2023-10-10,10189.5,0,1
2023-10-11,8605.17,0,0
2023-10-12,8246.1,0,0
2023-10-13,8725.5,0,0
2023-10-14,8282.53,0,0
2023-10-15,8481.2,0,0
2023-10-16,10562.96,0,1
2023-10-17,8223.24,0,0
2023-10-18,8954.92,0,0
2023-10-19,8888.35,0,0
2023-10-20,8446.63,0,0
2023-10-21,8473.17,0,0
2023-10-22,8761.32,0,0
2023-10-23,8789.17,0,0
2023-10-24,8296.94,0,0
2023-10-25,8292.86,0,0
2023-10-26,8453.28,0,0
2023-10-27,8430.64,0,0
2023-10-28,7729.75,0,0
2023-10-29,8300.57,0,0
2023-10-30,8088.74,0,0
2023-10-31,8481.79,0,0
2023-11-01,7964.69,0,0
2023-11-02,8250.72,0,0
2023-11-03,8125.76,0,0
2023-11-04,8585.19,0,0
2023-11-05,8103.18,0,0
2023-11-06,11799.93,1,0
2023-11-07,8547.64,0,0
2023-11-08,8380.23,0,0
2023-11-09,7976.14,0,0
2023-11-10,8047.25,0,0
2023-11-11,8550.96,0,0
2023-11-12,8375.87,0,0
2023-11-13,8150.82,0,0
2023-11-14,8520.31,0,0
2023-11-15,12288.61,1,0
2023-11-16,8813.63,0,0
2023-11-17,8883.37,0,0
2023-11-18,9079.76,0,0
2023-11-19,8980.34,0,0
2023-11-20,8603.22,0,0
2023-11-21,9256.26,0,0
2023-11-22,9060.31,0,0
2023-11-23,11514.78,0,1
2023-11-24,11840.91,0,1
2023-11-25,9389.75,0,0
2023-11-26,9323.84,0,0
2023-11-27,8190.74,0,0
2023-11-28,8429.06,0,0
2023-11-29,7563.64,0,0
2023-11-30,7784.77,0,0
2023-12-01,8545.35,0,0
2023-12-02,8291.12,0,0
2023-12-03,7838.05,0,0
2023-12-04,8339.57,0,0
2023-12-05,8623.12,0,0
2023-12-06,8474.95,0,0
2023-12-07,8232.61,0,0
2023-12-08,8206.66,0,0
2023-12-09,8834.77,0,0
2023-12-10,8264.96,0,0
2023-12-11,10430.84,0,1
2023-12-12,8913.12,0,0
2023-12-13,8084.93,0,0
2023-12-14,9089.81,0,0
2023-12-15,8560.35,0,0
2023-12-16,8788.8,0,0
2023-12-17,8412.28,0,0
2023-12-18,8460.57,0,0
2023-12-19,8703.39,0,0
2023-12-20,8660.44,0,0
2023-12-21,9153.03,0,0
2023-12-22,9169.41,0,0
2023-12-23,9361.73,0,0
2023-12-24,9017.79,0,0
2023-12-25,11954.5,0,1
2023-12-26,9343.13,0,0
2023-12-27,7844.73,0,0
2023-12-28,7946.79,0,0
2023-12-29,8335.82,0,0
2023-12-30,8406.49,0,0
2023-12-31,8490.11,0,0
2024-01-01,8433.88,0,0
2024-01-02,8709.66,0,0
2024-01-03,8401.14,0,0
2024-01-04,8514.61,0,0
2024-01-05,8721.32,0,0
2024-01-06,7969.89,0,0
2024-01-07,8134.84,0,0
2024-01-08,8348.27,0,0
2024-01-09,8582.98,0,0
2024-01-10,9084.18,0,0
2024-01-11,8139.01,0,0
2024-01-12,8821.65,0,0
2024-01-13,8971.33,0,0
2024-01-14,8558.46,0,0
2024-01-15,11681.0,0,1
2024-01-16,8784.92,0,0
2024-01-17,9094.52,0,0
2024-01-18,8931.11,0,0
2024-01-19,9103.44,0,0
2024-01-20,8513.55,0,0
2024-01-21,9039.55,0,0
2024-01-22,8547.09,0,0
2024-01-23,8678.59,0,0
2024-01-24,9340.96,0,0
2024-01-25,9478.17,0,0
2024-01-26,7703.48,0,0
2024-01-27,8526.08,0,0
2024-01-28,8466.4,0,0
2024-01-29,8461.02,0,0
2024-01-30,7918.86,0,0
2024-01-31,8530.05,0,0
2024-02-01,8137.01,0,0
2024-02-02,8766.2,0,0
2024-02-03,8061.79,0,0
2024-02-04,8760.15,0,0
2024-02-05,8575.41,0,0
2024-02-06,8128.22,0,0
2024-02-07,8439.33,0,0
2024-02-08,8948.64,0,0
2024-02-09,9029.67,0,0
2024-02-10,8465.5,0,0
2024-02-11,9000.79,0,0
2024-02-12,8964.43,0,0
2024-02-13,8712.01,0,0
2024-02-14,8923.91,0,0
2024-02-15,9241.98,0,0
2024-02-16,8597.7,0,0
2024-02-17,8492.26,0,0
2024-02-18,8887.21,0,0
2024-02-19,8932.2,0,0
2024-02-20,8799.73,0,0
2024-02-21,9599.13,0,0
2024-02-22,8944.43,0,0
2024-02-23,11514.36,0,1
2024-02-24,9210.33,0,0
2024-02-25,8073.78,0,0
2024-02-26,8655.96,0,0
2024-02-27,10628.03,0,1
2024-02-28,8632.3,0,0
2024-02-29,8067.14,0,0
2024-03-01,8173.1,0,0
2024-03-02,8469.84,0,0
2024-03-03,8504.79,0,0
2024-03-04,8172.98,0,0
2024-03-05,8670.01,0,0
2024-03-06,8864.49,0,0
2024-03-07,8907.38,0,0
2024-03-08,8535.57,0,0
2024-03-09,8589.62,0,0
2024-03-10,8891.37,0,0
2024-03-11,8445.56,0,0
2024-03-12,8893.02,0,0
2024-03-13,8857.21,0,0
2024-03-14,11633.36,0,1
2024-03-15,8605.25,0,0
2024-03-16,9475.65,0,0
2024-03-17,9176.77,0,0
2024-03-18,8592.08,0,0
2024-03-19,9111.36,0,0
2024-03-20,8738.69,0,0
2024-03-21,9048.08,0,0
2024-03-22,8923.35,0,0
2024-03-23,13209.51,1,0
2024-03-24,8988.27,0,0
2024-03-25,9121.1,0,0
2024-03-26,8492.19,0,0
2024-03-27,7914.12,0,0
2024-03-28,8831.01,0,0
2024-03-29,8437.42,0,0
2024-03-30,8122.22,0,0
2024-03-31,8498.05,0,0
2024-04-01,8680.58,0,0
2024-04-02,8554.21,0,0
2024-04-03,8732.32,0,0
2024-04-04,8240.64,0,0
2024-04-05,8904.33,0,0
2024-04-06,8629.98,0,0
2024-04-07,8688.88,0,0
2024-04-08,8348.62,0,0
2024-04-09,8464.63,0,0
2024-04-10,8442.72,0,0
2024-04-11,8615.35,0,0
2024-04-12,9352.03,0,0
2024-04-13,13972.13,1,0
2024-04-14,8668.92,0,0
2024-04-15,9301.64,0,0
2024-04-16,8751.3,0,0
2024-04-17,8953.87,0,0
2024-04-18,9662.57,0,0
2024-04-19,9460.65,0,0
2024-04-20,9065.74,0,0
2024-04-21,9376.88,0,0
2024-04-22,9434.63,0,0
2024-04-23,9197.84,0,0
2024-04-24,9273.74,0,0
2024-04-25,8179.88,0,0
2024-04-26,8093.77,0,0
2024-04-27,12792.67,1,0
2024-04-28,8179.23,0,0
2024-04-29,8925.86,0,0
2024-04-30,8842.98,0,0
2024-05-01,8738.76,0,0
2024-05-02,8475.49,0,0
2024-05-03,11823.48,0,1
2024-05-04,8913.14,0,0
2024-05-05,9192.31,0,0
2024-05-06,11177.19,0,1
2024-05-07,8532.15,0,0
2024-05-08,8921.29,0,0
2024-05-09,9385.85,0,0
2024-05-10,8891.01,0,0
2024-05-11,8830.89,0,0
2024-05-12,9292.29,0,0
2024-05-13,8670.02,0,0
2024-05-14,9120.11,0,0
2024-05-15,9490.3,0,0
2024-05-16,9141.15,0,0
2024-05-17,9439.59,0,0
2024-05-18,9763.34,0,0
2024-05-19,9452.59,0,0
2024-05-20,8952.89,0,0
2024-05-21,9169.57,0,0
2024-05-22,9198.29,0,0
2024-05-23,9300.85,0,0
2024-05-24,9800.82,0,0
2024-05-25,8749.18,0,0
2024-05-26,8121.6,0,0
2024-05-27,8440.06,0,0
2024-05-28,8210.24,0,0
2024-05-29,8437.52,0,0
2024-05-30,8563.11,0,0
2024-05-31,8822.7,0,0
2024-06-01,8974.99,0,0
2024-06-02,8662.6,0,0
2024-06-03,8683.52,0,0
2024-06-04,8682.05,0,0
2024-06-05,8585.68,0,0
2024-06-06,8621.7,0,0
2024-06-07,8940.1,0,0
2024-06-08,13981.16,1,0
2024-06-09,13275.3,1,0
2024-06-10,9182.17,0,0
2024-06-11,8988.12,0,0
2024-06-12,9560.13,0,0
2024-06-13,9181.66,0,0
2024-06-14,9707.26,0,0
2024-06-15,8847.95,0,0
2024-06-16,8946.55,0,0
2024-06-17,9705.13,0,0
2024-06-18,8961.21,0,0
2024-06-19,9285.71,0,0
2024-06-20,9885.07,0,0
2024-06-21,9991.93,0,0
2024-06-22,9319.86,0,0
2024-06-23,9333.71,0,0
2024-06-24,17599.67,1,1
2024-06-25,9045.0,0,0
2024-06-26,11138.35,0,1
2024-06-27,8287.48,0,0
2024-06-28,9210.92,0,0
2024-06-29,8998.19,0,0
2024-06-30,8940.3,0,0
2024-07-01,9264.91,0,0
2024-07-02,8841.08,0,0
2024-07-03,9125.74,0,0
2024-07-04,11261.68,0,1
2024-07-05,8806.47,0,0
2024-07-06,9487.77,0,0
2024-07-07,9153.69,0,0
2024-07-08,9226.12,0,0
2024-07-09,8857.48,0,0
2024-07-10,11525.44,0,1
2024-07-11,9223.81,0,0
2024-07-12,9415.15,0,0
2024-07-13,9765.75,0,0
2024-07-14,9362.6,0,0
2024-07-15,9089.61,0,0
2024-07-16,9853.58,0,0
2024-07-17,9178.19,0,0
2024-07-18,11963.09,0,1
2024-07-19,12109.31,0,1
2024-07-20,9717.65,0,0
2024-07-21,9651.26,0,0
2024-07-22,9547.1,0,0
2024-07-23,10108.65,0,0
2024-07-24,8933.96,0,0
2024-07-25,8376.13,0,0
2024-07-26,8870.64,0,0
2024-07-27,9206.94,0,0
2024-07-28,9096.6,0,0
2024-07-29,8426.46,0,0
2024-07-30,8478.46,0,0
2024-07-31,9126.33,0,0
2024-08-01,8764.2,0,0
2024-08-02,9294.58,0,0
2024-08-03,9440.21,0,0
2024-08-04,9068.07,0,0
2024-08-05,8851.58,0,0
2024-08-06,8850.71,0,0
2024-08-07,9699.03,0,0
2024-08-08,9526.62,0,0
2024-08-09,8800.94,0,0
2024-08-10,9184.95,0,0
2024-08-11,8895.37,0,0
2024-08-12,9632.38,0,0
2024-08-13,9340.93,0,0
2024-08-14,9049.94,0,0
2024-08-15,9189.04,0,0
2024-08-16,9499.77,0,0
2024-08-17,9487.42,0,0
2024-08-18,9264.17,0,0
2024-08-19,10078.72,0,0
2024-08-20,9742.96,0,0
2024-08-21,10193.98,0,0
2024-08-22,9638.03,0,0
2024-08-23,8558.35,0,0
2024-08-24,8857.14,0,0
2024-08-25,12024.03,0,1
2024-08-26,8994.31,0,0
2024-08-27,8727.97,0,0
2024-08-28,9284.31,0,0
2024-08-29,9368.28,0,0
2024-08-30,9130.64,0,0
2024-08-31,11695.42,0,1
2024-09-01,9571.56,0,0
2024-09-02,11699.01,0,1
2024-09-03,9511.23,0,0
2024-09-04,9351.91,0,0
2024-09-05,11424.52,0,1
2024-09-06,8964.06,0,0
2024-09-07,9297.6,0,0
2024-09-08,8992.79,0,0
2024-09-09,9741.68,0,0
2024-09-10,9532.78,0,0
2024-09-11,9979.69,0,0
2024-09-12,9900.7,0,0
2024-09-13,9886.23,0,0
2024-09-14,9345.71,0,0
2024-09-15,9530.89,0,0
2024-09-16,12202.15,0,1
2024-09-17,9679.66,0,0
2024-09-18,10026.65,0,0
2024-09-19,9783.34,0,0
2024-09-20,13308.75,0,1
2024-09-21,13199.02,0,1
2024-09-22,8924.26,0,0
2024-09-23,9051.3,0,0
2024-09-24,8900.26,0,0
2024-09-25,8828.31,0,0
2024-09-26,9137.63,0,0
2024-09-27,9368.93,0,0
2024-09-28,9092.37,0,0
2024-09-29,9444.8,0,0
2024-09-30,9000.75,0,0
2024-10-01,9582.09,0,0
2024-10-02,9320.03,0,0
2024-10-03,8886.27,0,0
2024-10-04,9640.81,0,0
2024-10-05,9284.42,0,0
2024-10-06,9857.79,0,0
2024-10-07,9813.75,0,0
2024-10-08,9397.43,0,0
2024-10-09,9958.04,0,0
2024-10-10,9192.94,0,0
2024-10-11,9385.16,0,0
2024-10-12,9796.86,0,0
2024-10-13,10049.51,0,0
2024-10-14,9382.64,0,0
2024-10-15,9312.93,0,0
2024-10-16,10188.43,0,0
2024-10-17,10235.59,0,0
2024-10-18,10192.39,0,0
2024-10-19,9434.35,0,0
2024-10-20,10277.45,0,0
2024-10-21,10063.72,0,0
2024-10-22,9421.55,0,0
2024-10-23,8928.79,0,0
2024-10-24,8736.45,0,0
2024-10-25,8895.35,0,0
2024-10-26,8972.79,0,0
2024-10-27,13667.97,1,0
2024-10-28,9585.37,0,0
2024-10-29,9341.43,0,0
2024-10-30,8968.2,0,0
2024-10-31,9078.58,0,0
2024-11-01,8988.46,0,0
2024-11-02,9010.86,0,0
2024-11-03,9709.96,0,0
2024-11-04,9465.55,0,0
2024-11-05,14506.71,1,0
2024-11-06,9468.76,0,0
2024-11-07,9092.59,0,0
2024-11-08,9638.12,0,0
2024-11-09,9640.12,0,0
2024-11-10,9271.45,0,0
2024-11-11,10162.64,0,0
2024-11-12,9893.19,0,0
2024-11-13,9988.3,0,0
2024-11-14,9755.16,0,0
2024-11-15,9984.79,0,0
2024-11-16,9618.57,0,0
2024-11-17,9685.86,0,0
2024-11-18,10332.63,0,0
2024-11-19,10434.12,0,0
2024-11-20,9700.04,0,0
2024-11-21,8980.17,0,0
2024-11-22,9280.38,0,0
2024-11-23,8775.62,0,0
2024-11-24,9404.83,0,0
2024-11-25,8756.89,0,0
2024-11-26,9098.24,0,0
2024-11-27,9360.9,0,0
2024-11-28,9388.52,0,0
2024-11-29,9287.89,0,0
2024-11-30,9493.92,0,0
2024-12-01,9255.58,0,0
2024-12-02,9169.98,0,0
2024-12-03,9116.98,0,0
2024-12-04,9333.12,0,0
2024-12-05,14262.02,1,0
2024-12-06,9341.52,0,0
2024-12-07,9819.52,0,0
2024-12-08,9657.29,0,0
2024-12-09,9707.88,0,0
2024-12-10,10114.76,0,0
2024-12-11,9470.75,0,0
2024-12-12,13128.56,0,1
2024-12-13,10056.8,0,0
2024-12-14,10392.94,0,0
2024-12-15,10296.05,0,0
2024-12-16,9648.04,0,0
2024-12-17,10492.4,0,0
2024-12-18,10102.95,0,0
2024-12-19,10330.72,0,0
2024-12-20,12845.97,0,1
2024-12-21,9439.13,0,0
2024-12-22,9334.52,0,0
2024-12-23,9185.72,0,0
2024-12-24,9029.5,0,0
2024-12-25,9100.29,0,0
2024-12-26,9744.24,0,0
2024-12-27,9751.05,0,0
2024-12-28,9250.63,0,0
2024-12-29,9539.62,0,0
2024-12-30,9245.0,0,0
